position,link,title,source,date,snippet,thumbnail
14,https://www.cbc.ca/player/play/video/9.6748764,Ford responds to Trump’s tariff threats on non-U.S. movies,CBC,"May 5, 2025",Ford responds to Trump's tariff threats on non-U.S. movies ... Ontario Premier Doug Ford is calling out U.S. President Donald Trump after he ordered new tariffs...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362bfc1e62574542bd2f5f1f9bcc30fa011ebe4d20fbd2bdc80.jpeg
15,https://www.fraserinstitute.org/commentary/five-key-issues-besides-trumps-tariffs-carney-government-should-tackle,Five key issues—besides Trump’s tariffs—the Carney government should tackle,Fraser Institute,"May 14, 2025",The Carney government must tackle several other critical issues that have persisted since long before Trump was re-elected.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73625d516eacb3a405a25c3ee18355d7eef6c8a40cbc1f4df946.jpeg
16,https://www.hindustantimes.com/entertainment/hollywood/tom-cruises-reply-to-trump-s-hollywood-tariffs-question-at-mission-impossible-event-has-fans-calling-him-smart-man-101746877942010.html,Tom Cruise's reply to Trump’s Hollywood tariffs question at Mission Impossible event has fans calling him ‘smart man’ | Hollywood - Hindustan Times,Hindustan Times,"May 10, 2025",Tom Cruise's reply to Trump's Hollywood tariffs question at Mission Impossible event has fans calling him 'smart man' · Tom Cruise avoids question on Donald...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73628f213a4271fd3893250132189edf3dd0fbcd7357f7ba77c6.jpeg
17,https://www.rte.ie/news/business/2025/0523/1514558-us-tariffs/,'Very damaging' if Trump acts on 50% tariff threat - Taoiseach,RTE.ie,"May 23, 2025","'Very damaging' if Trump acts on 50% tariff threat - Taoiseach ... The Taoiseach has said that it would be ""very damaging"" if US President Donald Trump acts on...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736236835122ef77e79d539ce1ab0299be68129a588e8f3e01cb.jpeg
18,https://www.aol.com/alcatraz-sith-lords-movie-tariffs-195554423.html,"Alcatraz, Sith lords and movie tariffs: Trump’s ravings get louder as his approval rating goes lower",AOL.com,"May 5, 2025","Trump threatened to impose 100 percent tariffs on foreign films, supposedly to save the American film industry and address an unexpected “security threat.”",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73625d734334b7a810c9c51c2e2f93f3d50b1f76b7fb4bfdcef7.jpeg
19,https://www.aljazeera.com/video/quotable/2025/5/7/losses-from-trumps-film-tariffs-will-be-on-the-us,Losses from Trump’s film tariffs will “be on the US side”,Al Jazeera,"May 7, 2025","Nobody wants to see Hollywood suffer … but it is about working together, not working against each other.”",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736259f721d23a0880b2434e1cfba5abbdb656c9d31305652ae9.jpeg
20,https://www.livemint.com/companies/news/general-motors-trims-2025-guidance-anticipating-potential-usd-5-billion-tariff-impact-11746103346911.html,"General Motors trims 2025 guidance, anticipating potential USD 5 billion tariff impact",Mint,"May 1, 2025",The automaker said that it now foresees full-year adjusted earnings before interest and taxes in a range of USD 10 billion to USD 12.5 billion.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73629fb968bf932c237d92fe9e45276027a58619b72184c5ed29.jpeg
21,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/ASEAN-leaders-to-express-deep-concern-at-summit-over-Trump-tariffs,ASEAN leaders to express 'deep concern' at summit over Trump tariffs,Nikkei Asia,"May 23, 2025","Southeast Asian leaders are set to express ""deep concern"" over US President Donald Trump's sweeping tariffs at a summit next week.",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362e747b58986bddc745a28f6e5d0b1b67fa6d7aabb2b6f89c5.jpeg
22,https://www.cnbc.com/2025/05/14/cnbcs-the-china-connection-us-china-relations-have-changed.html,CNBC's The China Connection newsletter: U.S.-China relations have changed,CNBC,"May 14, 2025","What was effectively a U.S.-China trade embargo didn't last long, but businesses now know they need to mitigate tariff uncertainty, while China has seen how...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736250d559dfa9188d81201cf654c4c040a1b50461ba85185079.jpeg
23,https://www.hindustantimes.com/world-news/us-news/donald-trump-says-pakistani-officials-visiting-us-for-trade-talks-very-close-to-making-deal-with-india-101748659647699.html,"Donald Trump says Pakistani officials visiting US for trade talks, ‘very close to making deal with India’",Hindustan Times,"May 31, 2025",US President Donald Trump said on Friday (local time) that representatives from Pakistan will visit the United States next week to seek a deal on tariffs.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362c986710d8acf40e8de4fbc6a6b9ac43f89e66dbd23e30a16.jpeg
24,https://screenrant.com/anime-tariffs-united-states-japan-nendoroid-good-smile-merchandise/,"As U.S. Tariffs Get Underway, One of Anime's Biggest Retailers Is Scaling Back To the Dismay of Fans",Screen Rant,"May 6, 2025","Good Smile Company, one of the most popular importers of Japanese anime figures and collectibles, has suspended pre-orders and delayed shipments to American...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362fd733a6b694511a1e01efb7b8fb3e9511033060739fdfca1.jpeg
25,https://www.bbc.com/news/articles/cwy79j2n7d4o,Temu to stop selling goods from China directly to US customers,BBC,"May 2, 2025","The online marketplace says it will move to a ""local fulfillment model"" in the US, with sales handled by locally based sellers.",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736298cd8cea982025cdcbbf7b6ca640c42ea7f150ea051ee179.jpeg
26,https://www.rba.gov.au/publications/smp/2025/may/box-a-how-might-tariffs-affect-australian-trade.html,Box A: How Might Tariffs Affect Australian Trade? | Statement on Monetary Policy – May 2025,Reserve Bank of Australia,"May 1, 2025",The effect of higher tariffs on Australian exports is expected to be relatively small and largely on prices rather than volumes.,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362491e32b6f2e9a4e8e3c1cf67369fa8e9cf2ea18e70e3ab60.png
27,https://www.hindustantimes.com/business/indian-film-industry-jittery-over-trump-s-tariff-move-101746505075278.html,Indian film industry jittery over Trump’s tariff move,Hindustan Times,"May 6, 2025",New Delhi : India's $30-billion media and entertainment industry was in for an unpleasant surprise on Monday morning as US President Donald Trump announced a...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736229202c918f936008b230135b9dea3ae5c617340134f600f3.jpeg
28,https://www.ctvnews.ca/business/article/trumps-sweeping-tariff-agenda-in-turmoil-following-us-federal-court-decision/,Trump’s tariffs back on after appeals court decision,CTV News,"May 29, 2025",The lower court's decision Wednesday found Trump's use of an emergency powers law to impose sweeping tariffs exceeded his authority. ADVERTISEMENT. That lower...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362fd87e2a78aec18aed3357429f39d439a9f0f547466644315.jpeg
29,https://www.ntuc.org.sg/uportal/news/US-reciprocal-tariffs-what-singaporean-workers-need-to-know/,US reciprocal tariffs: What Singapore workers need to know,ntuc.org.sg,"May 21, 2025","On 2 April 2025, the US announced it would implement a blanket or universal 10 per cent tariff on all foreign imports into the US, except for imports from 11...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73622bfed124477c6fc3f092ff55cd9d3ceb8f5ad384f198736f.jpeg
30,https://newsroom.co.nz/2025/05/09/nz-swerves-trump-tariff-talks-as-asia-looms-large/,NZ swerves Trump tariff talks as Asia looms large,Newsroom,"May 9, 2025","New Zealand's trade policy is still focused on diversifying into markets like the Arabian Gulf, Southeast Asia and India.",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73625fd201be27c0715103411eb352e7d251470856dcd458e4a0.jpeg
31,https://www.ndtv.com/business-news/india-well-positioned-to-deal-with-negative-effects-of-us-tariffs-moodys-8468240,India Well-Positioned To Deal With Negative Effects Of US Tariffs: Moody's,NDTV,"May 21, 2025",India is well-positioned to deal with the negative effects of US tariffs and global trade disruptions as domestic growth drivers and low dependence on exports...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73621212b2bffd3c28f350d87769198ba21846e5e52d6993830b.jpeg
32,https://www.cbc.ca/news/business/shein-temu-de-minimis-exemption-end-1.7522979,The U.S. tax exemption that made Shein and Temu rich is changing. What will happen to the brands now?,CBC,"May 2, 2025",U.S. President Donald Trump signed an executive order on April 2 to end the de minimis exemption — a rule that allows small packages worth less than $800 US...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73622716810f1dfdf79dc2ba4329c06d720d19504a08a383eb1e.jpeg
33,https://www.aol.com/best-500-spend-yourself-tariffs-130312462.html,The Best $500 You Can Spend On Yourself Before Tariffs Kick In,AOL.com,"May 2, 2025",Here are five ways to level up your skillset while maximizing your finances — all for under $500...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73622f67d88a7c582a62f39905a3bb2589b4f967c8dc9528a4d4.jpeg
34,https://www.hindustantimes.com/world-news/us-news/walmart-confirms-price-hikes-as-tariffs-hit-imports-heres-which-items-can-affect-your-pocket-this-summer-101747504880615.html,Walmart confirms price hikes as tariffs hit imports: Here's which items can affect your pocket this summer - Hindustan Times,Hindustan Times,"May 18, 2025","Walmart's CEO Doug McMillon on Thursday noted that the retailer imports food commodities like coffee, avocados, bananas, and roses from nations like Colombia,...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73624eb3a274fca7e63873253e22eb2ac9fc29bc7dd9ddf77785.jpeg
35,https://www.hindustantimes.com/videos/full-event-trumps-uk-deal-declaration-makes-rest-of-europe-panic-us-tariff-trade-eu-china-101746766655940.html,Full event: Trump's UK deal declaration makes rest of Europe panic?| US| Tariff| Trade| EU| China,Hindustan Times,"May 9, 2025","Donald President announced a limited trade deal with the United Kingdom on May 08. In a White House event, Trump made the announcement with UK PM Keir...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73629e87c7bddb1ffbe8725dba41b86a1458965d902dec5c0a7f.jpeg
36,https://www.channelnewsasia.com/world/canada-pauses-counter-tariffs-against-us-5138621,Canada pauses some counter tariffs against US,CNA,"May 19, 2025","The US president has slapped general tariffs of 25 per cent on Canada as well as sector-specific levies on autos, steel and aluminium, but he has suspended some...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362ef3a743ce8fc49924eea100d726e6c34b5facde9ef95e22d.jpeg
37,https://www.aol.com/finance/amazon-report-first-quarter-earnings-213429504.html,"Amazon beats on Q1 earnings, but light Q2 guidance weighs on stock [Video]",AOL.com,"May 1, 2025",Amazon (AMZN) stock fell early Friday after the company beat first-quarter earnings estimates on Thursday but offered lighter-than-anticipated guidance for its...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362828766d5b9de0622af2c14ba569b12dd524920f77f70c5bf.jpeg
38,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Malaysia-looks-to-reduce-US-tariffs-but-sees-growth-missing-target,Malaysia looks to reduce US tariffs but sees growth missing target,Nikkei Asia,"May 5, 2025","Malaysia is unlikely to meet its economic growth forecast of 4.5% to 5.5% for the current year, according to the prime minister.",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362c04c1a30d02475fd9c9f564bf9aeb584e82678e9242ab03d.jpeg
39,https://www.cbc.ca/player/play/video/9.6749120,How Trump’s tariff threats on non-U.S. movies could impact Toronto,CBC,"May 5, 2025",How Trump's tariff threats on non-U.S. movies could impact Toronto ... U.S. President Donald Trump has ordered his administration to impose a 100 per cent tariff...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73625534e58aaf34364bfd6877be4e5bd6139dda926294e4c22a.jpeg
40,https://www.news.com.au/world/north-america/us-politics/us-politics-live/live-coverage/c521ba85fb37ef945717102d8f35fadd,Reaction to Trump tariff threat says it all,News.com.au,"May 24, 2025","Economic jitters had calmed after Donald Trump postponed high tariffs to give time for trade deals, but the US president sent markets back into a spin on...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73620bb1f531d37459570a8f22fd38596480a84e760f5d372a65.jpeg
41,https://www.news18.com/world/india-pakistan-ceasefire-may-suffer-trump-admins-tariff-defence-in-us-court-9357002.html,'India-Pakistan Ceasefire May Suffer': Trump Admin's Tariff Defence In US Court,News18,"May 29, 2025",'India-Pakistan Ceasefire May Suffer': Trump Admin's Tariff Defence In US Court · The statement was part of legal submissions from four cabinet officials...,https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c7362eb45c9ec4909a102fd18b60d2c75de1a354e276ddf6ba27e.jpeg
42,https://www.hindustantimes.com/india-news/india-offers-zero-for-zero-tariffs-on-auto-parts-steel-from-us-report-101746495881396.html,"India offers 'zero-for-zero' tariffs on auto parts, steel from US: Report",Hindustan Times,"May 6, 2025","India has proposed zero tariffs on steel, auto components and pharmaceuticals on a reciprocal basis up to a certain quantity of imports in its trade...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c73623a049a7a3c253985a3b6dafb9db56234097f12746bdddfd8.jpeg
43,https://www.livemint.com/news/us-news/donald-trump-praise-india-pakistan-ceasefire-deal-substantially-increase-us-trade-both-nations-tariffs-operation-sindoor-11746936933415.html,"Donald Trump praises India-Pakistan ceasefire deal, says will ‘substantially’ increase trade with ‘both great nations’",Mint,"May 11, 2025","Trump tariffs update: In his usual irreverant style, United States President Donald Trump on May 11 said that he would increase trade with India and...",https://serpapi.com/searches/688ca4a21248150f76bce40b/images/f9e83b76a38c736260182987d2e6e3e234d2dc7549a91922ebb107c3281198ec.jpeg
