position,link,title,source,date,snippet,thumbnail
46,https://www.hindustantimes.com/world-news/us-news/kevin-oleary-advocates-400-tariffs-on-china-i-want-xi-on-an-airplane-to-101744208251773.html,Trump to take another shocking move? Kevin O'Leary advocates 400% tariffs on China: ‘I want Xi on an airplane to…’ - Hindustan Times,Hindustan Times,"Apr 9, 2025","Kevin O'Leary, a Canadian businessman and Shark Tank star, called for “400%” taxes on China to compel Beijing to the bargaining table. While making an appeal to...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5569f43b15714d9848afb9110dd9a81288aae5f5eeeffa89324.jpeg
47,https://www.hindustantimes.com/world-news/us-news/donald-trump-on-tit-for-tat-china-tariffs-i-don-t-want-them-to-go-higher-because-101744942367794.html,Donald Trump on tit-for-tat China tariffs: ‘I don’t want them to go higher because…' - Hindustan Times,Hindustan Times,"Apr 18, 2025","US-China trade war. Donald Trump's administration has announced a sweeping new tariff of up to 245% on Chinese imports, sharply escalating the trade conflict...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d6e58a17de65bb6cf4b9dbc7513eedfe1f0eb720562dd5a6.jpeg
48,https://www.nbcpalmsprings.com/2025/07/26/trumps-tariffs-shake-global-markets-impacting-small-businesses-and-american-consumers,"Trump's Tariffs Shake Global Markets, Impacting Small Businesses and American Consumers",NBC Palm Springs,"Apr 3, 2025",Investors and American consumers are bracing for the impact of President Trump's new tariffs on imported goods. With immediate repercussions across global...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556b5e5531c8b790a363cf26499e03912561805821045089126.jpeg
49,https://www.bbc.co.uk/news/articles/czd35l8995eo,How Trump's tariffs could affect the UK and your money,BBC,"Apr 2, 2025",The UK has still been hit with the blanket 10% tariff on nearly all of its goods being brought into the US. Trump says it is in retaliation to UK tariffs on...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5568524a126b36b1d724b1f7ac906b20119c5d89cd9f9199af4.jpeg
50,https://www.hindustantimes.com/videos/trump-tariff-fallout-u-s-closest-allies-japan-south-korea-woo-china-will-more-follow-suit-101743532711412.html,Trump tariff fallout: U.S.’ closest allies Japan & South Korea woo China | Will more follow suit?,Hindustan Times,"Apr 2, 2025","As April 2nd—Trump's so-called 'Liberation Day'—approaches, global markets are in freefall, and gold is hitting record highs. But who really wins and loses in...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556fa38fb5e108076063049ceaf7fa5f83c7362fdd9e7fe40d4.jpeg
51,https://www.nytimes.com/interactive/2025/04/18/opinion/trump-approval-focus-group.html,Opinion | How 13 Independent Voters Who Backed Trump Think He Is Doing So Far,The New York Times,"Apr 18, 2025","“There's a lot of social media saying: Hey, are you Republicans or MAGA people regretting your vote? And no, I'm not,” one participant told us in Opinion's...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556810ffac1cfaade915b1727ea7690a4dbbf331516aeaa6d59.png
52,https://www.thestreet.com/retail/temu-quietly-makes-drastic-decision-as-consumers-switch-gears,Temu quietly makes drastic decision as consumers switch gears,TheStreet,"Apr 17, 2025","Temu, a Chinese online marketplace that sells a wide range of products priced between $1 and $50, is facing a significant threat.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556b5d2b3bf9e09824f08d94559859327e4a352d930a1fdbb83.jpeg
53,https://www.hindustantimes.com/world-news/taiwan-pledges-more-us-investment-aims-to-remove-trade-barriers-after-trump-tariffs-101743939603634.html,"Taiwan pledges more US investment, aims to remove trade barriers after Trump tariffs | World News - Hindustan Times",Hindustan Times,"Apr 6, 2025",Taiwanese President Lai Ching-te on Sunday said that Taiwan will not retaliate with reciprocal tariffs against the US but will work on removing trade barriers.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5560502ac5c0401f843c7d9b62b341300d15de96ca677e27e2a.jpeg
54,https://www.hindustantimes.com/world-news/can-china-keep-raising-tariffs-on-us-as-trade-war-continues-what-beijing-said-101744375326590.html,Can China keep raising tariffs on US as trade war continues? What Beijing said | World News - Hindustan Times,Hindustan Times,"Apr 11, 2025","The Chinese commerce ministry stated on Friday, “If the US continues to play the tariff numbers game, China will ignore it. If the US insists on continuing to...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556478ce2fe118048ff2d3e952087bfd22e8ad2ac7a0d3c386d.jpeg
55,https://www.abc.net.au/news/2025-04-04/us-tariffs-what-does-australia-export-trade-data/105045224,"Amid tariff panic, let's remember what Australia exports and who actually buys it",Australian Broadcasting Corporation,"Apr 3, 2025","Australian exports to the US will be subject to a 10 per cent tariff, as part of Donald Trump's sweeping changes to US trade policy.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5567a18f4648afca7880803ae02b69b19e6eb8bf358d578587b.jpeg
56,https://www.aol.com/news/hope-hes-trumps-tariffs-rattling-175816161.html,'I hope he's right:' Trump's tariffs are rattling GOP senators,AOL.com,"Apr 3, 2025",Several GOP senators said that Trump's tariffs are likely to cause significant economic disruption in the short term.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556492f0bac232fdae90025906ffb75452588953785436cd91c.jpeg
57,https://ca.style.yahoo.com/trump-tariffs-stock-market-crash-are-politics-and-finances-stressing-you-out-heres-how-to-cope-192145707.html,"Trump, tariffs, stock market crash: Are politics and finances stressing you out? Here's how to cope",Yahoo Lifestyle Canada,"Apr 7, 2025",Yahoo Canada spoke to an expert to find ways to cope with helplessness and anxiety during times of political uncertainty.,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556c6179bfad255df5331c9b10e2a92465222a8c3f7fbad48db.jpeg
58,https://m.economictimes.com/news/international/us/forget-world-war-iii-we-are-headed-for-a-financial-world-war-chinas-1-9-trillion-retaliation-looms-as-trumps-trade-war-heats-up-sparking-fears-of-global-economic-meltdown/articleshow/120173378.cms,"Forget World War III, we are headed for a financial World War: China’s $1.9 trillion retaliation looms as",The Economic Times,"Apr 11, 2025","As trade tensions escalate, China's $1.9 trillion strategy highlights its economic retaliation against Trump's 125% tariffs, igniting fears of a global...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556c6c48502f5ccd6517a80814aa8dd3de51faaf57b3c841b89.jpeg
59,https://www.aol.com/gop-group-exposes-republican-hypocrisy-122229961.html,GOP Group Exposes 'Republican Hypocrisy At Its Ugliest’ On Trump's Tariffs,AOL.com,"Apr 3, 2025",GOP Group Exposes 'Republican Hypocrisy At Its Ugliest' On Trump's Tariffs ... An anti-Trump Republican group says its new viral video exposes GOP “hypocrisy at...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5561a093e223c347681eef9e2e673f514050b09466bd447d25c.jpeg
60,https://apnews.com/article/china-economy-tariffs-trump-beijing-45a04578c3d637465b9043600fc54ca2,China’s economy grew 5.4% in the first quarter as exporters rushed to beat Trump’s tariffs,AP News,"Apr 16, 2025","China's economy expanded at a robust 5.4% annual pace in January-March, supported by strong exports ahead of U.S..",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556a357d4aac465cffa212350f8ad5219cd9617ffb6be4ebe83.jpeg
61,https://www.hindustantimes.com/world-news/us-news/kiss-my-a-donald-trump-says-world-leaders-dying-for-a-deal-amid-tariffs-101744214052576.html,‘Kissing my a**’: Donald Trump says world leaders ‘dying’ for a deal amid tariffs - Hindustan Times,Hindustan Times,"Apr 9, 2025","“I am telling you, these countries are calling us up, kissing my ass,"" Trump said during a speech at the National Republican Congressional Committee dinner.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5564bde3a4277b14e8dde9ce9825ab62be24214e999b06bca08.jpeg
62,https://www.fool.com/investing/2025/04/30/as-the-market-fluctuates-in-response-to-president/,"As the Market Fluctuates in Response to President Donald Trump's Tariffs, What Stocks Are Safe?",The Motley Fool,"Apr 30, 2025","No stock is completely safe from the economic damage such events can cause, but these three are more insulated from its impacts than many.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5560d4e58f96c65f80f42d840078ec9ac293c3664c1a17edb34.jpeg
63,https://www.hindustantimes.com/business/iphone-prices-may-go-upwards-of-2000-due-to-donald-trumps-tariffs-heres-how-101743978523556.html,iPhone prices may cross $2000 due to Donald Trump's tariffs; Here's how,Hindustan Times,"Apr 7, 2025",Get Instant Loan up to ₹10 Lakh! ... The Apple iPhone could cost upwards of $2000 in the United States in the near future due to President Donald Trump's sweeping...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5569c6c25ee6a108f78b38e2813befa29297679f7eb92442648.jpeg
64,https://www.hindustantimes.com/business/warren-buffets-berkshire-hathaway-sails-through-tariff-fueled-selloff-largely-unscathed-101743740759869.html,Warren Buffet's Berkshire Hathaway sails through tariff-fueled selloff largely unscathed,Hindustan Times,"Apr 4, 2025","Warren Buffet's Berkshire Hathaway sails through tariff-fueled selloff largely unscathed · Berkshire Hathaway shares ended up outperforming the broader market,...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556388b64eba95f5d00f91c031b0c4d338b79e7467d094f1244.jpeg
65,https://www.bbc.co.uk/news/live/ce3qnyr7y94t,Trump not considering pausing tariffs despite global turmoil,BBC,"Apr 7, 2025","US President Donald Trump has said he's not considering a pause on new tariffs, saying he wants to allow time for negotiations with other countries.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55663dc195194ca1048e8e95076828a80b64925ec6363f04b82.jpeg
66,https://www.aol.com/news/horsford-berates-us-trade-rep-200730902.html,"Horsford berates US trade rep as Trump makes tariff announcement: ‘WTF, who’s in charge?’",AOL.com,"Apr 9, 2025","As news broke of Trump's announcement during a House Ways and Means hearing, Horsford pressed U.S. Trade Representative Jamieson Greer about the recent move. “...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556b6578f9cd04e1b29a958b43ee01cb6e9136ba74810bab93a.jpeg
67,https://www.hindustantimes.com/india-news/indias-response-to-trump-s-tariff-move-will-be-measured-calibrated-official-101743658692101.html,"India’s response to Trump’s tariff move will be measured, calibrated: Official",Hindustan Times,"Apr 3, 2025","“India's reaction to this development will be measured, calibrated and professional unlike some countries that threaten American imports,” a second government...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556d285eb7719b9b79dc1f893ba6d7d53e0f96e3016b8913686.jpeg
68,https://www.hindustantimes.com/world-news/us-news/china-accuses-us-of-economic-bullying-unilateralism-with-tariffs-101744016338196.html,"China accuses US of ‘economic bullying, unilateralism’ with tariffs - Hindustan Times",Hindustan Times,"Apr 7, 2025","China's foreign affairs spokesperson, Lin Jian, on Monday accused the United States of “unilateralism, protectionism and economic bullying with tariffs,” and...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e5567fd8383c2f1367d01ab49d08ee18d9e3974b244ece0a0640.jpeg
69,https://www.aol.com/finance/exclusive-38-female-founders-800-125749753.html,Exclusive: 38 female founders with $800 million in combined revenue ask Trump for small business tariff exemptions: ‘We are unintended collateral damage’,AOL.com,"Apr 10, 2025","Thirty-eight female founders with a combined $800 million in revenue this morning sent a letter addressed to Trump, Congress, and US Trade Representative...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f9ae3ef77451ef446bd93150d4bce36ca768c338193ae6ee.jpeg
70,https://www.hindustantimes.com/world-news/us-news/jpmorgan-says-donald-trump-s-tariffs-to-send-us-into-recession-job-losses-gdp-slump-price-surge-101743825195146.html,"JP Morgan sounds US recession alert: Job losses, GDP slump - Hindustan Times",Hindustan Times,"Apr 5, 2025","JPMorgan forecasts a recession in the US this year triggered by new tariffs, predicting a GDP contraction of 0.3% and an unemployment rate of 5.3%.",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55651ba72d0681f48c13d5bb11c7def3fac7e8238001982d114.jpeg
71,https://www.cbc.ca/player/play/video/9.6708108,Democrats launch tariff fight ahead of ‘Liberation Day’,CBC,"Apr 1, 2025","Democrats launch tariff fight ahead of 'Liberation Day' ... As the world waits for details of U.S. President Donald Trump's global reciprocal tariffs, set to take...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e55671da8340c4f5ea30a0c0ff82bcb61d46d0a096b4ab180359.jpeg
72,https://www.aol.com/finance/elon-musk-mark-zuckerberg-larry-151440251.html,"Elon Musk, Mark Zuckerberg, and Larry Ellison lose more than $10 billion each as Trump’s tariffs trigger a stock market bloodbath",AOL.com,"Apr 7, 2025","Billionaires are feeling the burn amid the fallout from Trump's tariff announcement—with the stock market crash resulting in names like Warren Buffett,...",https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556fdc4e8b8920e879945c7abe1f7aa3e765a9f5c029618dc2f.jpeg
73,https://www.cbc.ca/player/play/video/9.6744248,Harris calls Trump's tariffs 'greatest man-made economic crisis' in modern history,CBC,"May 1, 2025",Harris calls Trump's tariffs 'greatest man-made economic crisis' in modern history ... Former U.S. vice-president and Democratic presidential candidate Kamala...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556171c164aa4b8581792ee8036904650ac2aea8ff59534b453.jpeg
74,https://www.aol.com/dave-portnoy-goes-rampage-trump-153419662.html,Dave Portnoy goes on rampage after Trump’s sweeping tariffs cost him $7M in stock losses: ‘Everything’s in the sh–ter’,AOL.com,"Apr 5, 2025",Dave Portnoy goes on rampage after Trump's sweeping tariffs cost him $7M in stock losses: 'Everything's in the sh–ter' ... Barstool founder Dave Portnoy's once-...,https://serpapi.com/searches/688ca4e94c437f60d695a759/images/56727aea9642e556f304fc2a2e75c40dbe814d528307332c5ea9444f3b460ae0.jpeg
