position,link,title,source,date,snippet,thumbnail
11,https://www.msnbc.com/rachel-maddow/watch/trump-sets-himself-up-for-another-round-of-embarrassment-by-restarting-tariff-brinksmanship-242833477847,Trump sets himself up for another round of embarrassment by restarting tariff brinksmanship,MSNBC News,3 weeks ago,Rachel Maddow reviews Donald Trump's embarrassing record of threatening tariffs and then backing away when the mess he causes makes too many people angry.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df45c2de1b0417179411144c40d705e30b422d09cfb83461f6c.jpeg
12,https://thehill.com/newsletters/morning-report/5429219-trump-tariffs-deadline-looms/,Will Trump’s tariff plan prove naysayers wrong?,The Hill,1 day ago,"Plus: Stock trading ban advances, redistricting takes center stage, Witkoff heads to Israel for Gaza aid.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df437ec28b189697b6ba3aa28fed2ce965ca93ad0dc54aa9965.jpeg
13,https://www.livemint.com/news/us-news/trumps-tariff-differences-between-us-india-cannot-be-resolved-overnight-says-official-11754010491190.html,"Trump's tariff: Differences between US, India cannot be resolved overnight, says official",Mint,10 hours ago,A US official cited geopolitical disagreements to say that differences between the US and India cannot be resolved overnight to arrive at a trade deal.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df49bf0ab9da67ae0a029a12c7fde77136f03924e4d73a4194f.jpeg
14,https://www.cnbc.com/2025/07/30/ford-motor-f-earnings-q2-2025.html,"Ford reinstates full-year outlook, including $2 billion tariff hit",CNBC,1 day ago,"Ford Motor reported second-quarter revenue that beat expectations, and reinstated its full-year guidance, which it had withdrawn in May due to tariffs.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4011ed0a0d755858d4afe5958b5cbef39680497111473b539.jpeg
15,https://finance.yahoo.com/news/feds-preferred-inflation-gauge-shows-price-increases-accelerated-in-june-amid-tariff-uncertainty-124028246.html,Fed's preferred inflation gauge shows price increases accelerated in June amid tariff uncertainty,Yahoo Finance,17 hours ago,Thursday's release of June PCE data comes just one day after the Federal Reserve opted to hold interest rates steady at its July meeting.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4a0812817452fb1e3ec1208c8992d904ccd22bf0ba4f73c35.jpeg
16,https://www.cbc.ca/news/canada/tariffs-trump-cusma-compliance-explained-1.7590517,Many Canadian exports can avoid Trump tariffs if CUSMA-compliant. Here's what that means,CBC,1 week ago,"What is the CUSMA exemption, and why does it matter? Back in March, Trump imposed 25 per cent tariffs on Canadian exports to the U.S., except energy and potash,...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4b450134f2ba6859efaf9c14bd105042e14dbef3e57f66084.jpeg
17,https://timesofindia.indiatimes.com/business/india-business/busy-day-at-white-house-25-tariff-on-india-dead-economies-jibe-trade-deal-with-pakistan-more-key-points/articleshow/123011589.cms,"'Busy day' at White House: 25% tariff on India; 'dead economies' jibe, trade deal with Pakistan & more –",Times of India,1 day ago,"India Business News: President Trump unveiled a series of trade actions, imposing a 25% tariff and penalties on Indian goods due to trade imbalances and...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df414f770b6733175aa4963bd3df388937fe0827fe0dd89a405.jpeg
18,https://www.reuters.com/world/americas/lulas-approval-rises-amid-tariff-dispute-with-trump-poll-shows-2025-07-31/,"Lula's approval rises amid tariff dispute with Trump, poll shows",Reuters,21 hours ago,"Approval for Brazilian President Luiz Inacio Lula da Silva exceeded disapproval for the first time in nine months, a poll showed on Thursday, against a...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df42c94c13ebb2fb6723c3a837c8c7285de46b1b1a4606e78c2.jpeg
19,https://www.indiatoday.in/business/story/us-india-tariff-king-hypocrisy-donald-trump-american-duties-up-to-350-percent-2763962-2025-07-31,US calls India the 'tariff king'. But its own duties go as high as 350%,India Today,1 day ago,"Donald Trump has called India tariff king, but the U.S. quietly charges 350% on milk, tobacco, and fruit.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df40ac89848f14849d2ffc9145e0f5e480acf0588bb55360b96.jpeg
20,https://www.axios.com/2025/08/01/trump-tariffs-canada-take-effect-trade-deals,Trump's 35% tariffs on Canada take effect as trade talks deadline lapses,Axios,7 hours ago,"President Trump's tariffs order for countries yet to strike a trade deal with the U.S. went into effect just after midnight on Friday, though most levies...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df425416c7229279a1571493a9bfa8375de72dabd396e70b9f4.jpeg
21,https://www.foxnews.com/politics/trump-clashes-reporter-over-tariffs-citing-pandemic-fighting-lunatics,Trump blasts reporter over tariffs questions: 'Lunatics like you',Fox News,8 hours ago,"Trump clashed with a reporter over tariff questions, telling him he spent his first term 'fighting lunatics like you' during a White House signing ceremony.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4da8d300c5f87fa0558b34a17ad636711fbd898b7704b7c3a.jpeg
22,https://www.usatoday.com/story/news/politics/2025/08/01/canada-business-trump-tariff-war/84054476007/,"Guitars, bagels and booze: How Canadians became reluctant warriors in Trump tariff fight",USA Today,1 hour ago,Canadian businesses are feeling the impact of Donald Trump's tariffs on Canadian products. The duties are testing the limits of Canadian cordiality.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df447b260b2a2278ae6ac1f756867b072ef9a3362ff53817c54.jpeg
23,https://www.washingtonpost.com/opinions/2025/07/31/donald-trump-tariffs-laffer-curve/,Opinion | Trump is using the ‘Laffer curve’ to find the tariff sweet spot,The Washington Post,18 hours ago,"Tariffs are taxes, and the Reagan era has much to say about how high to go before revenue suffers.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4f2b3cf694fd4b7af4ac28ccb02bae8218431282cde51d4f4.jpeg
24,https://www.cnn.com/2025/07/31/politics/video/tariffs-trump-deadline-economy-vrtc,Trump’s tariff deadline looms over world economy,CNN,19 hours ago,President Trump's self-imposed midnight deadline is rapidly approaching for countries to strike a trade framework with the United States or face...,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df45dbe83b1fa3a5b02a041cad5bedb963419374101ed0f602b.jpeg
25,https://fortune.com/2025/07/29/trump-voter-tariffs-manufacturing-costs-how-much-increase/,"Trump voter and Montana Knife Co. founder feels tariff pain: His $515,000 sharpener from Germany is set to cost another $77,250",Fortune,2 days ago,"As President Donald Trump prepares to announce new tariff increases, the costs of his policies are starting to come into focus for a domestic manufacturing...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4fc953626088a54760fa766aca5547e23bc91d451183135c9.jpeg
26,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Malaysia-Thailand-Cambodia-set-to-strike-last-minute-US-tariff-deals,"Malaysia, Thailand, Cambodia set to strike last-minute US tariff deals",Nikkei Asia,1 day ago,"KUALA LUMPUR/BANGKOK -- Malaysia remains hopeful of securing a favorable tariff deal from the U.S., with President Donald Trump expected to announce t.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df42a6b02d471faacc7b9b3d720b4483e6ba0c8b1827d027639.jpeg
27,https://www.thehindu.com/news/international/trump-says-open-to-negotiations-to-india-but-also-links-tariff-penalty-to-brics-membership/article69875571.ece,"Trump tariff: Donald Trump says open to negotiations with India, but also links tariff ‘penalty’ to BRICS membership",The Hindu,1 day ago,"Trump announces 25% tariff on India, links penalty to Russian arms, energy purchases, and BRICS membership, amid trade negotiations.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df430ff4a8da10a7c1c593615f73c80a3cc2c902137fff710ea.jpeg
28,https://www.reuters.com/world/asia-pacific/apple-revenue-forecast-beats-estimates-tariff-costs-projected-11-billion-2025-08-01/,"Apple revenue forecast beats estimates, tariff costs projected at $1.1 billion",Reuters,6 hours ago,"Apple forecast revenue for the current quarter ending in September well above Wall Street's estimates, sending shares up.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4a44d8d1daca24491899aee8d85c70bd2067d41a4cf5abe19.jpeg
29,https://www.abc.net.au/news/2025-08-01/donald-trump-signs-tariff-policy-order/105588612,Trump reveals new tariffs to hit dozens of countries in seven days,Australian Broadcasting Corporation,12 hours ago,"Donald Trump orders new tariffs on trading partners, to take effect in seven days — but Australia avoids a tariff hike, for now.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4b9ca22811e3bad6e685292ce8b22e1303702133e15bd57c9.jpeg
30,https://www.hindustantimes.com/world-news/us-news/donald-trump-imposes-new-tariffs-effective-august-7-see-top-10-countries-hit-hardest-101754011404176.html,Trump tariffs: Who’s hit the hardest? Top 10 countries impacted by US duties - Hindustan Times,Hindustan Times,9 hours ago,"Trump hit dozens of trade partners with steep tariffs: 35% on Canada, 50% on Brazil, 25% on India, 20% on Taiwan, and 39% on Swiss goods.",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4256e50483398bb5195f9ea09351a658b3e9ae9409c2067ce.jpeg
31,https://finance.yahoo.com/news/dollar-strong-trump-imposes-tariff-014718392.html,Dollar strong as Trump imposes new tariff rates; yen slide spurs government warning,Yahoo Finance,5 hours ago,"TOKYO (Reuters) -The dollar headed for its best week in almost three years against its major peers, maintaining momentum on Friday after U.S. President...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df471c2b353c30ae9856eb18f01d50c3becad2a7d52e0952a18.jpeg
32,https://www.thehindu.com/news/national/china-challenge-indias-bid-for-strategic-autonomy-behind-trumps-harsh-tariff-terms-ram-madhav/article69877003.ece,"China challenge, India’s bid for strategic autonomy behind Trump’s harsh tariff terms: Ram Madhav",The Hindu,1 day ago,U.S. President Donald Trump's tariffs on India and Russia seen as escalation in US-India relations due to China's influence.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df483a787bb2eb9119fad1509f38dd32766078deb2f5069ff4f.jpeg
33,https://www.cnbc.com/2025/08/01/tariff-turmoil-how-global-ceos-are-shifting-gears.html,CEOs globally brace for tariff turmoil with a new game plan,CNBC,12 hours ago,"From chocolate to aluminum to AI infrastructure, executives are redrawing global strategies to cope with rising trade friction and unpredictable policy...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4ea864c5d1c9aaae902b83717b7bc0b7bd587f52308df18dc.jpeg
34,https://cointelegraph.com/news/bitcoin-dips-below-115k-as-trump-tariff-order-fails-to-comfort-investors,Bitcoin dips below $115K as Trump tariff order fails to comfort investors,Cointelegraph,7 hours ago,Bitcoin fell to its lowest level since July 11 following an executive order from the POTUS imposing a raft of trade tariffs before his deadline.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4be64f5d924fab147dcc68ca781e184feca25f953c12e217b.jpeg
35,https://news.sky.com/story/its-liberation-day-iii-and-from-today-dozens-of-countries-will-face-painful-trump-tariffs-13404875,Trump's tariffs are back - here's who is in his sights this time,Sky News,8 hours ago,"The legality of Donald Trump's approach is under siege - with the US Court of International Trade ruling that the ""Liberation Day"" tariffs exceeded the...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4f6921b2640dfb3eb8845906d63cd3b0321b667bc9090a2dd.jpeg
36,https://globalnews.ca/news/11314241/donald-trump-tariffs-canada-35-per-cent-order/,Trump raises tariffs on Canada to 35% with no trade deal in sight - National,Global News,11 hours ago,"The White House said Trump was raising the tariff rate because Canada ""has failed to cooperate in curbing the ongoing flood of fentanyl"" and imposed...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df429e8c7aa116d3e7ccc8075a55212972f13441fc461e8a720.jpeg
37,https://www.cbc.ca/news/politics/trump-s-global-tariff-pause-is-supposed-to-expire-soon-what-s-at-stake-for-canada-1.7578408,Trump's global tariff pause is supposed to expire soon. What's at stake for Canada?,CBC,4 weeks ago,"Prime Minister Mark Carney says he had a 'good' conversation with U.S. President Donald Trump on Sunday, and that the two leaders will keep working to reach a...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4cd498146953c8f5a3a75013da51cf84cecedb4e111a50903.jpeg
38,https://www.hindustantimes.com/india-news/donald-trump-puts-25-tariff-plus-penalty-on-india-who-is-at-risk-101753956389333.html,Donald Trump puts 25% tariff plus penalty on India. Who is at risk?,Hindustan Times,1 day ago,The relative appeal of Indian markets has begun to fade with neighbours like Vietnam and Indonesia securing trade deals with the US at lower tariff rates.,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df415ee4421e0e1436bfbdc041f371753304902ad9fcbf188e4.jpeg
39,https://www.euronews.com/business/2025/08/01/trump-announces-new-tariffs-across-the-globe-delays-deadline-by-seven-days,"Trump announces new tariffs across the globe, delays deadline by seven days",Euronews.com,5 hours ago,"Numerous countries around the world are facing the prospect of new tariffs on their exports to the United States on 7 August, as they haven't yet reached a...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df4db641e3a999626057b7a22b7547062c33bd7ed8dc2308d7f.jpeg
40,https://www.thepresidency.gov.za/president-ramaphosa-responds-us-tariffs-announcement,President Ramaphosa responds to US tariffs announcement,The Presidency,3 weeks ago,South Africa will continue with its diplomatic efforts towards a more balanced and mutually beneficial trade relationship with the United States. We welcome the...,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df45641031f87a1274702c598afe514b1c1aa62e8be0f8584c0.jpeg
41,https://www.wsj.com/business/earnings/ferrari-backs-guidance-after-no-major-impact-from-tariffs-1ba1082a?gaa_at=eafs&gaa_n=ASWzDAhJdjrFinJ0XaovlivElLDY1AftizGYfp4BLJruzA5I2UWFfsLX7DgU&gaa_ts=688ca79e&gaa_sig=ksdsBDU8odnDXz2qIIqDyTvzGHzHcKpxzNw6GcJKl0Xp8vSJhrHCsvLtk_voysyLYxmtmFh-dz_O9bUTzGKJyw%3D%3D,Ferrari Backs Guidance After No Major Impact From Tariffs,The Wall Street Journal,23 hours ago,Ferrari backed its full-year guidance as it revealed it had no significant impact from the introduction of new import tariffs on EU cars into the U.S....,https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df403f57e978dd729f735d441cb152ed19901e76f01a2570511.jpeg
42,https://www.thehindu.com/opinion/editorial/soured-relations-on-trumps-25-tariff-penalty/article69878531.ece,"​Soured relations: On Trump’s 25% tariff, ‘penalty’",The Hindu,16 hours ago,"The 25% tariff “plus penalty” on imports of Indian goods in the U.S., announced by President Donald Trump makes negotiating a potential bilateral trade...",https://serpapi.com/searches/688ca419f680d19524bcd5d2/images/197e27ccb6829df48c74480936f7ef2a9166157bd551d8b1dd5d462d85582981.png
