position,link,title,source,date,snippet,thumbnail
25,https://www.washingtonpost.com/business/2025/07/31/trump-tariffs-face-legal-challenge/,Trump says sharper tariffs to take effect in a week; 35% for Canada starts Friday,The Washington Post,8 hours ago,The Trump administration changed its tariff regime late Thursday night. Canada will face 35 percent tariffs but Mexico got a 90-day reprieve from higher...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0286da47aa974468e07132b74751c954d04d5fadd6932c0d.jpeg
26,https://www.theguardian.com/us-news/2025/jul/13/trump-tariffs-eu-mexico-kevin-hassett,"Trump’s latest tariffs ‘are real’ unless deals improve, economic adviser says",The Guardian,3 weeks ago,Hassett's comments come one day after Trump announced on his Truth Social social media platform that goods imported from both the European Union and Mexico will...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cd03bc9b9742f2d61738a06ff5a6b6bb2b1b7315a8b3744db.jpeg
27,https://www.cnbc.com/2025/07/14/trumps-30percent-tariff-letter-leaves-eu-scrambling-to-bring-us-on-side.html,Trump's 30% tariff letter leaves EU scrambling to bring U.S. on side,CNBC,2 weeks ago,Trump's 30% tariff letter leaves EU scrambling to bring U.S. on side · U.S. President Donald Trump over the weekend said he would slap a 30% tariff on goods...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c38ae536471804579aa98cd18606d25aa86222e5544a2d773.jpeg
28,https://www.usatoday.com/story/news/politics/2025/07/31/trump-signs-order-sweeping-new-tariffs-rates/85467036007/,President Trump signs order imposing sweeping new tariffs on countries across the world,USA Today,10 hours ago,President Trump signed an order imposing sweeping new reciprocal tariffs on imports from across the world. The tariff rates go into effect in a week.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c79a865bf8836799d7a22cba036a092b00378ad6751af3fb4.jpeg
29,https://www.independent.co.uk/news/world/americas/us-politics/trump-tariff-august-deadline-delay-b2800067.html,Trump announces new tariff plan hours before deadline - but delays them yet again,The Independent,3 hours ago,President Trump said the delay was to allow U.S. Customs and Border Protection time to adjust to the new policy.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cbd3c2e822b047bfff81b10b323532266006c29a891fe5431.jpeg
30,https://www.aljazeera.com/news/2025/7/11/trump-slaps-35-percent-tariff-on-canada-starting-august,Trump slaps 35 percent tariff on Canada starting August 1,Al Jazeera,3 weeks ago,"President Donald Trump has announced that the United States would impose a 35 percent tariff on imports from Canada next month, while eyeing blanket tariffs of...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3e10c69f7c15e7c929599126c93a801055bf2a253e265683.jpeg
31,https://www.theguardian.com/us-news/2025/jul/31/trump-canada-tariffs-order,Trump signs order increasing tariffs on Canadian goods from 25% to 35%,The Guardian,10 hours ago,"Decision, described by Mark Carney as 'disappointing', comes amid escalating trade tensions between the two countries.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdba4616c02be87cda047e1d8eff88e5688d68f619d8118d6.jpeg
32,https://www.france24.com/en/americas/20250801-trump-tariff-white-house-trade,"Trump imposes 'reciprocal' tariffs on dozens of countries, effective August 7",France 24,11 hours ago,US President Donald Trump signed an executive order on Thursday imposing reciprocal tariffs of 10% to 41% on imports from dozens of countries.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ca75263f47af8b6e9e4d9c1b03e440ee082b6249da046fe68.jpeg
33,https://www.ft.com/content/08af277f-13d5-4294-ab25-1866b5233abe,US tariff receipts surge in Donald Trump’s trade war,Financial Times,1 month ago,US tariff receipts surge in Donald Trump's trade war · Surging tariff revenues and the federal deficit · Customs duty revenue surged to $24.2bn in May · May's...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c938e0fcb61510bb6161d03012ac8f37e2d6e5e77fd552b6e.jpeg
34,https://www.nbcnews.com/politics/donald-trump/trump-new-high-tariffs-smooth-rcna222398,"Trump says his new high tariffs are going 'very well, very smooth' — but he's open to more deals",NBC News,10 hours ago,"Trump touted the expansive new tariffs on imports he imposed Thursday night, telling NBC News in a phone interview that it all was going ""very well,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce7f61280d11ea7801e23c575f39a51a094dc24d3cbb9006f.jpeg
35,https://www.reuters.com/world/india/safe-haven-gold-gains-tariff-uncertainty-ahead-august-1-deadline-2025-07-31/,Safe-haven gold gains on tariff uncertainty ahead of August 1 deadline,Reuters,17 hours ago,Gold prices rose on Thursday as traders turned to the safe-haven asset amid ongoing tariff uncertainty ahead of U.S. President Donald Trump's August 1...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9120cbfe23af43e47aaa80dc76448e360748daa2ba755400.jpeg
36,https://www.foxnews.com/politics/trump-says-his-aug-1-tariff-deadline-will-not-extended-here-countries-might-not-make,Trump says his Aug 1 tariff deadline 'will not be extended' – here are the countries that might not make it,Fox News,1 day ago,"President Donald Trump reaffirmed that his August 1 tariff deadline will not be extended as Canada, Mexico, South Korea, Taiwan and others face potential...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0b7086a4d1b8c1b758e5b8f13956a11fd8b579eae65282ac.jpeg
37,https://www.theguardian.com/world/2025/jul/07/vietnam-trump-tariff-deal,Is Trump tariff deal really a win for Vietnam – or a way of punishing China?,The Guardian,4 weeks ago,"In exchange for the 20% tariff rate, Trump said Vietnam would open up its market to US goods. US-made SUVs, “which do so well in the United States, will be a...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5b9cf06f04bfad39661132bb3f630333ed25410a3bea72ff.jpeg
38,https://time.com/7300389/trump-trade-deals-tariff-letters-deadline/,"Trump’s Trade Deals, Negotiations, and New Tariffs for Each Country",Time Magazine,2 weeks ago,"Trump's so-called “reciprocal” tariffs are in addition to industry-specific tariffs, including a 25% tariff on cars and car parts and a 50% tariff on steel and...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4ef9d390e51cac084e48d2d66329ad0002a4ddfd6f98b285.jpeg
39,https://www.dw.com/en/trump-tariffs-canada-rate-raised-as-deal-deadline-hits/live-73491121,Trump tariffs: Canada rate raised as deal deadline hits,DW,26 minutes ago,"US President Trump has signed an order for new tariffs to come into effect on August 7. Trump also raised duties on Canada from 25% to 35%,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c78da4965713c06305cc04ed2100f968f1635bcc4a22efda1.jpeg
40,https://www.politico.eu/article/liberation-day-switzerland-donald-trump-tariff-eu-marco-rubio-scott-bessent/,Trump to Swiss: Happy holidays! Now pay a 39 percent tariff.,POLITICO.eu,2 hours ago,Washington adds insult to injury by imposing sky-high measures — and then congratulating the Alpine republic on its national holiday.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c8de05caaf5fa8a242d86d9798365b091140debdffd696f44.jpeg
41,https://www.reuters.com/world/asia-pacific/cambodia-deputy-pm-says-19-us-tariff-rate-averts-collapse-its-garments-2025-08-01/,Exclusive: Cambodia deputy PM says 19% US tariff rate averts collapse of its garments manufacturing sector,Reuters,8 hours ago,"A tariff rate of 19% on Cambodia's exports to the United States has helped it avert the collapse of its vital garment and footwear sector, allowing the...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0c2349fd5fcf2354007527e99e13e6b5eb536b2793b484f3.jpeg
42,https://subscriber.politicopro.com/article/2025/07/trump-shares-6-more-tariff-letters-addressed-to-philippines-other-emerging-economies-00444563,"Trump shares 7 more tariff letters addressed to Philippines, Sri Lanka, other emerging economies",POLITICO Pro,3 weeks ago,"Trump shares 7 more tariff letters addressed to Philippines, Sri Lanka, other emerging economies. The new tariff rates threatened in the letters Trump shared...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9c841cbe0db8e72eecd728b9fb55bc062e88363d8d1e438e.jpeg
43,https://thehill.com/regulation/court-battles/5430153-appeals-court-scrutinizes-trump-tariffs/,Appeals court scrutinizes Trump’s emergency tariffs as deadline looms,The Hill,18 hours ago,"Appeals court scrutinizes President Trump's use of emergency powers to justify worldwide tariffs, raising questions about presidential authority.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c83d393aeaa808e3d7f80fdaa93ca17f2be604ecc1030ae9d.jpeg
44,https://www.cnbc.com/2025/07/27/trump-european-union-eu-trade-tariffs.html,Trump announces EU trade deal with 15% tariffs,CNBC,4 days ago,President Donald Trump and European Commission President Ursula von der Leyen met for a pivotal discussion before Trump's Aug 1. tariff deadline.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4e5afafc0085e2971c5504e591856203c31c0052d05dcd66.jpeg
45,https://www.bbc.com/news/articles/c0l6g13rlwko,Trump's global tariffs 'victory' may come at a high price,BBC,12 hours ago,"The US president considers it a win - but if this all triggers a foundational realignment, the results may not break in his favour.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c44cd6c6f3288ae42158aafc06d195721b07a242444d4e19a.jpeg
46,https://finance.yahoo.com/news/trump-hikes-tariffs-on-canada-to-35-announces-rates-from-10-to-40-for-dozens-of-countries-000338109.html,"Trump hikes tariffs on Canada to 35%, announces rates from 10% to 40% for dozens of countries",Yahoo Finance,52 minutes ago,The White House took a step forward with President Trump's plan to remake the trade landscape by releasing new details Thursday evening that included a raft...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c030d9d8ba9e95b76d165d43f79f1566671ad2906125b69bf.jpeg
47,https://www.cnn.com/2025/07/01/business/3-times-trumps-tariffs-worked,3 times Trump’s tariffs worked,CNN,1 month ago,"The European Union. Citing a lack of progress in trade negotiations, Trump in late May said he was calling off talks with the European Union and would instead...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce0dcec5cc1eb629391efa8b19f1df5e9b2f4eb45c64eb112.jpeg
48,https://www.bloomberg.com/news/articles/2025-08-01/us-announces-reciprocal-tariff-rates-on-trading-partners,Full List of US Tariff Rates Announced by Trump on Trading Partners,Bloomberg,8 hours ago,"The White House on Thursday released adjusted reciprocal tariff rates covering imports from a range of trading partners, aimed at narrowing trade deficits...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c34bedab17a1337482612c01f8e5648ab720e0e040e255028.jpeg
49,https://www.ft.com/content/460b7784-88d7-4324-9e4d-dc9692d15e72,US and EU close in on 15% tariff deal,Financial Times,1 week ago,"The EU and US are closing in on a trade deal that would impose 15 per cent tariffs on European imports, similar to the agreement Donald Trump struck with...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c15653d31c69db4032b2de132def29a16e4b7348e785cf73b.jpeg
50,https://www.cbsnews.com/news/trump-japan-korea-tariffs-august-1/,Trump threatens 20 countries with new tariffs by Aug. 1,CBS News,3 weeks ago,"A 90-day freeze on country-specific U.S. tariffs on dozens of nations, including Japan and South Korea, expires on July 9. That deadline, however, is no longer...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9af0706d846b51229ec3795e7c1b9c88057c05467abc4415.jpeg
51,https://www.nbcnews.com/business/consumer/companies-warn-consumers-prices-rising-tariffs-rcna222349,Some companies held off on price hikes as Trump delayed tariffs. That ends soon.,NBC News,13 hours ago,"Major consumer brands like Procter & Gamble, Mondelēz and Hershey warn the tariffs will drive up costs on everyday products from popular snacks to common...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c6e50455531e880849e7702246129d5a6fc896d4933cc2e94.jpeg
52,https://www.nbcnews.com/select/shopping/what-to-buy-tariff-price-increases-rcna221683,What to Buy Before Major Tariff-Related Price Hikes Happen,NBC News,17 hours ago,More tariff-related price hikes are coming — here's what experts recommend buying before it's too late · What to buy as tariff-related price hikes roll out.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c98adeb2bb910d0653a6e13c0ba3bbc41a733597ad0737c6f.jpeg
53,https://www.nytimes.com/2025/07/17/world/americas/trump-brazil-tariffs-lula-support.html,Anti-Trump Bump Rekindles Support for Brazil’s President,The New York Times,2 weeks ago,"Mr. Trump's threat last week of 50 percent tariffs on Brazilian exports as a way of saving his ally, former president Jair Bolsonaro, from possible imprisonment...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c76c265b0365fe03a9b24e65afa909d32a9b6f534a27ac442.jpeg
54,https://www.cnbc.com/2025/07/09/trump-says-50percent-tariff-on-copper-will-begin-aug-1.html,Trump says 50% tariff on copper imports will begin Aug. 1,CNBC,3 weeks ago,"Trump says 50% tariff on copper imports will begin Aug. 1 · The decision was made after he received a national security assessment, U.S. President Donald Trump...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c34c5d3e7826bf380957f50d10f4a5ec1b39c0b57a5c120f5.jpeg
55,https://www.aljazeera.com/economy/2025/7/9/malaysias-anwar-warns-of-weaponised-trade-as-trump-tariffs-loom,Malaysia’s Anwar warns of weaponised trade as Trump’s tariffs loom,Al Jazeera,3 weeks ago,"Malaysia's Anwar warns of weaponised trade as Trump's tariffs loom. Malaysian leader says trade being used to 'pressure, isolate and contain' as top US diplomat...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdde4164866602f0a0228aded9d9c10e9d4dd9fe67bfdccbf.jpeg
56,https://www.aljazeera.com/economy/2025/7/16/canada-introduces-tariffs-on-trade-partners-to-protect-domestic-industries,Canada introduces tariffs on trade partners to protect domestic industries,Al Jazeera,2 weeks ago,"The plan includes a 50 percent tariff that will apply to imports from relevant countries that surpass the 2024 volumes, though Canada will honour existing...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ca8e6aa8aba71e4d15c33c0847f661b06c13c29574d6bc188.jpeg
